geo,year,sm_participation,inflation,unemployment,cci,Facebook,Instagram,YouTube,LinkedIn,ent_share,prof_share,ent_minus_prof,d_sm,stress
AL,2018,48.33,,,,79.24083333333333,3.0941666666666667,7.065,0.2983333333333333,89.39999999999999,0.2983333333333333,89.10166666666667,,
AL,2019,52.13,,,,69.00333333333333,5.556666666666666,4.623333333333334,0.2758333333333333,79.18333333333334,0.2758333333333333,78.9075,3.8000000000000043,
AL,2020,54.8,,,,75.62,6.1433333333333335,3.115,0.1575,84.87833333333333,0.1575,84.72083333333333,2.6699999999999946,
AL,2021,60.77,,,,91.66083333333334,1.36,1.0358333333333334,0.1158333333333333,94.05666666666669,0.1158333333333333,93.94083333333332,5.970000000000006,
AL,2022,64.07,,,,93.21833333333332,1.83,1.0875,0.1399999999999999,96.13583333333334,0.1399999999999999,95.99583333333334,3.29999999999999,
AL,2023,66.27,,,,92.63333333333333,4.28,0.4983333333333333,0.0658333333333333,97.41166666666668,0.0658333333333333,97.34583333333332,2.200000000000003,
AL,2024,68.95,,,,92.47583333333334,4.2725,0.3525,0.115,97.10083333333334,0.115,96.98583333333332,2.680000000000007,
AT,2013,37.45,1.9822109275730693,5.708333333333333,99.5975975,78.09916666666666,0.0,4.810833333333334,0.1316666666666666,82.91,0.1316666666666666,82.77833333333332,,-0.4571316193725815
AT,2014,44.24,0.8057147603621528,6.05,99.52417083333334,83.27,0.0,0.965,0.0383333333333333,84.235,0.0383333333333333,84.19666666666667,6.789999999999999,-0.5031334438522537
AT,2015,45.33,1.07119314436388,6.158333333333334,99.70536166666666,83.95083333333334,0.0,0.1491666666666666,0.0416666666666666,84.1,0.0416666666666666,84.05833333333332,1.0899999999999963,-0.5348384529603555
